org,repo,score,issue_open_close_ratio,num_open_pr,pr_open_duration,num_contributors,comments_per_pr,commit_per_dev,num_releases,num_commits,issue_open_user,issue_open_duration
Murali-group,Beeline,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
factor,factor,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
RJRowland93,this-is-for-fun,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
siggetest,githubtest,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
briochemc,F1Method.jl,0.71794873,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
flcdrg,au-packages,0.71794873,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
moneymanagerex,moneymanagerex,0.71794873,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
steevenz,id-payroll-calculator,0.71794873,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
JuliaString,StrRegex.jl,0.71794873,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
briochemc,AIBECS.jl,0.71794873,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
babangsund,babangsund.com,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
DJScias,Discord-Datamining,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
jmarrec,EnergyPlus,0.71794873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
ultimate-research,archive-hashes,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
vgteam,vg,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
hmmChase,scratch,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ndierckx,NOVOPlasty,0.71794873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
guillaumegaluz,cinecitta-nextjs,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
JamesWalkerrrr,gcr_io_repository,0.71794873,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
rapidsai,cudf,0.7178997,0.0,1.0,724.0,1.0,10.0,0.0,0.0,0.0,0.0,2383.0
MiEcosystem,miot-plugin-sdk,0.71789885,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,982.0
loki-project,loki-messenger,0.71787924,1.0,1.0,145.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DISTRHO,DPF,0.717724,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
openshift,installer,0.717724,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
pathikrit,dijon,0.71771324,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
netlify,netlify-lambda,0.71771324,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
omegaup,omegaup,0.71768457,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
amclin,videojs-scene7,0.71768093,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
FISCO-BCOS,python-sdk,0.7176701,0.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
census-instrumentation,opencensus-java,0.7176593,0.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
servicemesher,website,0.7176593,0.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
pmodels,mpich,0.717573,0.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
t1gerk1ngd0m,taskel,0.71756214,0.0,0.0,19.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
caicloud,ciao,0.7175605,0.0,0.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,15.0
apache,incubator-iceberg,0.7174974,0.0,0.0,25.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
jupyterlab,pull-requests,0.7174759,0.0,0.0,27.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Cyan4973,xxHash,0.7173678,0.0,0.0,37.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
keymanapp,keyman,0.7172816,0.0,0.0,45.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
camenergydatalab,EnergyDataSimulationChallenge,0.7172384,0.0,0.0,49.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
red-hat-storage,ocs-ci,0.7172276,0.0,0.0,50.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
espnet,espnet,0.71720296,0.0,1.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
department-of-veterans-affairs,vets-api,0.71719515,0.0,0.0,53.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
mattermost,mattermost-plugin-jira,0.71711963,0.0,0.0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
FreshPrice,Fresh,0.7166015,0.0,0.0,108.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
greenplum-db,gpdb,0.71636736,0.0,1.0,69.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
knative,serving,0.716281,0.0,1.0,77.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
wikimedia,editquality,0.7161805,0.0,0.0,147.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
wordpress-mobile,WordPress-Android,0.7160889,0.0,0.0,153.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0
GoogleCloudPlatform,cloud-run-events,0.71564466,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
michaeldegroot,cats-blender-plugin,0.7153985,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1926.0
future-architect,gbilling-plot,0.7152778,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
qjia7,tfjs-webgl2compute,0.71527755,0.0,0.0,522.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
istanbuljs,nyc,0.71516603,0.0,0.0,241.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
SE-Garden,tms-management,0.71499556,0.0,0.0,789.0,1.0,7.0,0.0,0.0,0.0,0.0,2287.0
Baystation12,custom-items,0.71498245,0.0,0.0,258.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-logging-winston,0.7146226,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
googleapis,gce-images,0.7146226,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
hcsp,deep-copy,0.7146226,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
teambit,bit,0.7146143,0.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,1019.0
hcsp,practise-template-method-pattern,0.7146118,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Adobe-Consulting-Services,acs-aem-commons,0.7146118,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-firestore,0.714601,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-pubsub,0.714601,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-language,0.714601,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-scheduler,0.714601,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-security-center,0.714601,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
htmlacademy-adaptive,319191-pink-17,0.714601,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
RoaringBitmap,RoaringBitmap,0.71459395,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0
longhorn,longhorn-manager,0.71459025,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
ryansolid,solid,0.71459025,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
appcelerator,titanium_mobile,0.71459025,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
opengeospatial,cdb-vector-gpkg-ie,0.71459025,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
yourbase,yb,0.7145687,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
KSP-SpaceDock,SpaceDock,0.7145687,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
openshift-metal3,dev-scripts,0.7145578,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
aspnet,websdk,0.7145255,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
wingscms,wings,0.71451473,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
RTradeLtd,rtns,0.7144931,0.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
htmlacademy-adaptive,11304-cat-energy-17,0.7144823,0.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
scality,cloudserver,0.71444994,0.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
MicrosoftDocs,mixed-reality,0.71443915,0.0,0.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
nmstate,nmstate,0.7144283,0.0,0.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
coreos,fedora-coreos-config,0.7144283,0.0,0.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
AlpacaDB,backlight,0.7144176,0.0,0.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
swoft-cloud,swoft,0.7144068,0.0,0.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
arvidn,libtorrent,0.7144068,0.0,0.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
alibaba,ice,0.7144068,0.0,0.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
mleonardo93,QuickFic,0.71437436,0.0,0.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
jupyterlab,jupyterlab-metadata-service,0.71433485,0.0,0.0,318.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
SpeckleOS,speckle-browser-extension,0.71429884,0.0,0.0,30.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
dlbeer,ufat,0.71428806,0.0,0.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
STEllAR-GROUP,hpx,0.71427727,0.0,0.0,32.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
ROCmSoftwarePlatform,tensorflow-upstream,0.71424484,0.0,0.0,35.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
aporeto-inc,trireme-lib,0.7142094,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
irisnet,explorer,0.7142094,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
treehouses,remote,0.7141818,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
apbendi,use-dai,0.7140398,0.0,0.0,54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
airtasker,proxay,0.7140398,0.0,0.0,54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
mattermost,mattermost-webapp,0.71402895,0.0,0.0,55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
microsoft,azure-pipelines-tasks,0.7138889,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
chess-equality,Arthur,0.7138563,0.0,0.0,71.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
ReactionMechanismGenerator,RMG-Py,0.7136296,0.0,0.0,92.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
mne-tools,mne-cpp,0.7136296,0.0,0.0,92.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
erikrose,more-itertools,0.7135547,0.0,0.0,66.0,1.0,2.0,0.0,0.0,0.0,0.0,119.0
Abdur-rahmaanJ,cmdlaunch,0.7133704,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,401.0
GoogleCloudPlatform,click-to-deploy,0.71328425,0.0,0.0,124.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
OpenNMS,opennms,0.7132587,0.0,1.0,357.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
johno,gatsby-theme-documentation,0.713141,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
FasterXML,jackson-module-kotlin,0.71274453,0.0,0.0,174.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
srcclr,example-java-gradle,0.7123667,0.0,0.0,209.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
ofiwg,libfabric,0.7123309,0.0,0.0,795.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
SecureCodeWarrior,terraform-aws-vpc,0.71231276,0.0,0.0,214.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
betaflight,betaflight,0.711518,0.0,1.0,73.0,1.0,4.0,0.0,0.0,0.0,0.0,556.0
komapijs,komapi,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
dragonflyoss,Dragonfly,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
p3t5-sillysorcerers,Project3,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-common,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-resource,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-logging-bunyan,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
keenwon,koa-subdomain,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hcsp,is-leap-year,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
archesproject,arches,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
duke7553,files-uwp,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,google-cloud-kvstore,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
projectcalico,calico,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hcsp,fix-simple-npe-of-uninitialized-field,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hcsp,create-constructor-and-initialize-fields,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hcsp,create-a-instance-method,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hcsp,create-overload-constructors,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
marcobiedermann,marcobiedermann-v2,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-firestore-session,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-rcloadenv,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
dotnet,docs.fr-fr,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
kantord,emuto,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-iot,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,cloud-profiler-nodejs,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,google-api-nodejs-client,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,google-p12-pem,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-promisify,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-paginator,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-projectify,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-proto-files,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-datastore-session,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hcsp,fix-method-passing-reference,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hcsp,create-two-instances-instead-of-assignment,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hcsp,fix-simple-scope-issue,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
build-week-random-acts,random-acts-frontend,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
bcbi,PredictMDFull.jl,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
greenleavesbyroot,greenleaves,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HippieStation,HippieStation,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
thoth-station,thoth-station.github.io,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
google,android-cuttlefish,0.711478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NoriSte,react-crypto-compare,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
liyasthomas,mnmlurl,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
appnexus,ankh,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ajtorres9,marvin,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleforgames,open-match,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-tasks,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
liyasthomas,aeiou,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
kubernetes,org,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
keindev,tasktree,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BanManagement,BanManager-WebUI,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
apigee,microgateway-config,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
svalinn,mcnp2cad,0.71146715,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
minio,mc,0.7114612,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
googleapis,nodejs-phishing-protection,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-irm,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-dataproc,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hashicorp,sentinel-sdk,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
plotly,dash,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-datacatalog,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-automl,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-video-intelligence,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-speech,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-monitoring,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-asset,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-vision,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-bigquery-data-transfer,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-datalabeling,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-cloud-container,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
jeffboody,gearsvk,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-web-risk,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-recaptcha-enterprise,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
conda-forge,pyworkdir-feedstock,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
jamaljsr,cra-electron-ts,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-spanner,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-grafeas,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
apple,sourcekit-lsp,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-os-login,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
apple,swift-corelibs-foundation,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-text-to-speech,0.71145636,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
DagonMetric,ng-cache,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
zenefits,moto,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
DagonMetric,ng-log,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
microsoft,vscode-docs,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
IndianaJim,RestaurantWebApp1,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
stream-labs,streamlabs-obs,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
googleapis,nodejs-containeranalysis,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
QubesOS,qubes-core-admin,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
DagonMetric,ng-log-gtag,0.7114456,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
DagonMetric,ng-config,0.7114348,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ayltai,hknews-backend,0.7114348,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
DagonMetric,ng-log-applicationinsights,0.7114348,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
open-policy-agent,kube-mgmt,0.7114348,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
DagonMetric,ng-translit,0.7114348,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
puppetlabs,pdk,0.71142405,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
TRON-US,go-btfs,0.71142405,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
axetroy,vm.js,0.71142405,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
cloud-annotations,standalone-video-react,0.71142405,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
conda-forge,dask-jobqueue-feedstock,0.71142405,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
project-koku,masu,0.7114132,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
awslabs,s2n,0.7114132,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
flang-compiler,llvm,0.7114132,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
filecoin-project,go-sectorbuilder,0.7114132,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
openPMD,openPMD-viewer,0.7114132,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
felangel,bloc,0.7114067,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0
calebporzio,livewire,0.711405,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0
dotnet,arcade-minimalci-sample,0.71140236,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
varnish,hitch,0.71140236,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
google-pay,android-quickstart,0.71140236,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
killbill,killbill,0.7113997,0.0,0.0,27.0,1.0,2.0,0.0,0.0,0.0,0.0,981.0
pyro-ppl,pyro,0.71139157,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
fivethree-team,vscode-svelte-snippets,0.71139157,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
amclin,advent-of-code,0.71139157,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
potato4d,vue-fixed-header,0.71139157,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
qmk,qmk_firmware,0.71139157,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
inorichi,tachiyomi-extensions,0.71139157,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hoodmane,rust_ext,0.71139157,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
broadinstitute,gatk,0.71138084,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
box,box-ios-sdk,0.71137005,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
crypto-com,chain,0.71137005,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
RTradeLtd,kaas,0.71135926,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LayerXcom,zerochain-book,0.71135926,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
sayterdarkwynd,FrackinUniverse,0.71135926,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
